,uid,projection,filename
4674,3143,Frontal,3143_IM-1477-1001.dcm.png
4675,3143,Lateral,3143_IM-1477-2001.dcm.png
4676,3143,Volume,3143_ct_synthetic.h5
4677,3144,Frontal,3144_IM-1478-1001.dcm.png
4678,3144,Lateral,3144_IM-1478-2001.dcm.png
4679,3144,Volume,3144_ct_synthetic.h5
4680,3145,Frontal,3145_IM-1479-1001.dcm.png
4681,3145,Lateral,3145_IM-1479-2001.dcm.png
4682,3145,Volume,3145_ct_synthetic.h5
4683,3146,Frontal,3146_IM-1479-1001.dcm.png
4684,3146,Lateral,3146_IM-1479-2001.dcm.png
4685,3146,Volume,3146_ct_synthetic.h5
4686,3148,Frontal,3148_IM-1480-1001.dcm.png
4687,3148,Lateral,3148_IM-1480-2001.dcm.png
4688,3148,Volume,3148_ct_synthetic.h5
4689,3150,Frontal,3150_IM-1482-3001.dcm.png
4690,3150,Lateral,3150_IM-1482-4001.dcm.png
4691,3150,Volume,3150_ct_synthetic.h5
4692,3152,Frontal,3152_IM-1484-1001.dcm.png
4693,3152,Lateral,3152_IM-1484-2001.dcm.png
4694,3152,Volume,3152_ct_synthetic.h5
4695,3156,Frontal,3156_IM-1486-1001.dcm.png
4696,3156,Lateral,3156_IM-1486-2001.dcm.png
4697,3156,Volume,3156_ct_synthetic.h5
4698,3157,Frontal,3157_IM-1487-1001.dcm.png
4699,3157,Lateral,3157_IM-1487-2001.dcm.png
4700,3157,Volume,3157_ct_synthetic.h5
4701,3158,Frontal,3158_IM-1487-1001.dcm.png
4702,3158,Lateral,3158_IM-1487-2001.dcm.png
4703,3158,Volume,3158_ct_synthetic.h5
4704,3159,Frontal,3159_IM-1487-1001-0001.dcm.png
4705,3159,Lateral,3159_IM-1487-1001-0002.dcm.png
4706,3159,Volume,3159_ct_synthetic.h5
4707,3163,Frontal,3163_IM-1488-1001.dcm.png
4708,3163,Lateral,3163_IM-1488-2001.dcm.png
4709,3163,Volume,3163_ct_synthetic.h5
4710,3167,Frontal,3167_IM-1491-1001.dcm.png
4711,3167,Lateral,3167_IM-1491-2001.dcm.png
4712,3167,Volume,3167_ct_synthetic.h5
4713,3169,Frontal,3169_IM-1492-2001.dcm.png
4714,3169,Lateral,3169_IM-1492-1001.dcm.png
4715,3169,Volume,3169_ct_synthetic.h5
4716,3173,Frontal,3173_IM-1495-2002.dcm.png
4717,3173,Lateral,3173_IM-1495-3003.dcm.png
4718,3173,Volume,3173_ct_synthetic.h5
4719,3174,Frontal,3174_IM-1496-4004.dcm.png
4720,3174,Lateral,3174_IM-1496-1001.dcm.png
4721,3174,Volume,3174_ct_synthetic.h5
4722,3175,Frontal,3175_IM-1497-1001.dcm.png
4723,3175,Lateral,3175_IM-1497-1002.dcm.png
4724,3175,Volume,3175_ct_synthetic.h5
4725,3176,Frontal,3176_IM-1497-1001.dcm.png
4726,3176,Lateral,3176_IM-1497-2001.dcm.png
4727,3176,Volume,3176_ct_synthetic.h5
4728,3177,Frontal,3177_IM-1497-1001.dcm.png
4729,3177,Lateral,3177_IM-1497-2001.dcm.png
4730,3177,Volume,3177_ct_synthetic.h5
4731,3180,Frontal,3180_IM-1500-3001.dcm.png
4732,3180,Lateral,3180_IM-1500-2001.dcm.png
4733,3180,Volume,3180_ct_synthetic.h5
4734,3182,Frontal,3182_IM-1501-0001-0001.dcm.png
4735,3182,Lateral,3182_IM-1501-0001-0002.dcm.png
4736,3182,Volume,3182_ct_synthetic.h5
4737,3183,Frontal,3183_IM-1502-1001.dcm.png
4738,3183,Lateral,3183_IM-1502-2001.dcm.png
4739,3183,Volume,3183_ct_synthetic.h5
4740,3185,Frontal,3185_IM-1503-1001.dcm.png
4741,3185,Lateral,3185_IM-1503-2001.dcm.png
4742,3185,Volume,3185_ct_synthetic.h5
4743,3187,Frontal,3187_IM-1503-1001.dcm.png
4744,3187,Lateral,3187_IM-1503-2001.dcm.png
4745,3187,Volume,3187_ct_synthetic.h5
4746,3190,Frontal,3190_IM-1505-1001.dcm.png
4747,3190,Lateral,3190_IM-1505-2001.dcm.png
4748,3190,Volume,3190_ct_synthetic.h5
4749,3191,Frontal,3191_IM-1505-1001.dcm.png
4750,3191,Lateral,3191_IM-1505-2001.dcm.png
4751,3191,Volume,3191_ct_synthetic.h5
4752,3192,Frontal,3192_IM-1505-1001.dcm.png
4753,3192,Lateral,3192_IM-1505-2001.dcm.png
4754,3192,Volume,3192_ct_synthetic.h5
4755,3194,Frontal,3194_IM-1505-1001.dcm.png
4756,3194,Lateral,3194_IM-1505-2001.dcm.png
4757,3194,Volume,3194_ct_synthetic.h5
4758,3195,Frontal,3195_IM-1506-0001-0002.dcm.png
4759,3195,Lateral,3195_IM-1506-0001-0001.dcm.png
4760,3195,Volume,3195_ct_synthetic.h5
4761,3196,Frontal,3196_IM-1507-1001.dcm.png
4762,3196,Lateral,3196_IM-1507-2001.dcm.png
4763,3196,Volume,3196_ct_synthetic.h5
4764,3200,Frontal,3200_IM-1512-1001.dcm.png
4765,3200,Lateral,3200_IM-1512-2001.dcm.png
4766,3200,Volume,3200_ct_synthetic.h5
4767,3203,Frontal,3203_IM-1513-1001.dcm.png
4768,3203,Lateral,3203_IM-1513-2001.dcm.png
4769,3203,Volume,3203_ct_synthetic.h5
4770,3205,Frontal,3205_IM-1513-1001.dcm.png
4771,3205,Lateral,3205_IM-1513-1002.dcm.png
4772,3205,Volume,3205_ct_synthetic.h5
4773,3206,Frontal,3206_IM-1513-1001.dcm.png
4774,3206,Lateral,3206_IM-1513-1002.dcm.png
4775,3206,Volume,3206_ct_synthetic.h5
4776,3208,Frontal,3208_IM-1515-1001.dcm.png
4777,3208,Lateral,3208_IM-1515-2001.dcm.png
4778,3208,Volume,3208_ct_synthetic.h5
4779,3209,Frontal,3209_IM-1515-1001.dcm.png
4780,3209,Lateral,3209_IM-1515-1002.dcm.png
4781,3209,Volume,3209_ct_synthetic.h5
4782,3211,Frontal,3211_IM-1517-1001-0002.dcm.png
4783,3211,Lateral,3211_IM-1517-1001-0001.dcm.png
4784,3211,Volume,3211_ct_synthetic.h5
4785,3212,Frontal,3212_IM-1517-1001.dcm.png
4786,3212,Lateral,3212_IM-1517-2001.dcm.png
4787,3212,Volume,3212_ct_synthetic.h5
4788,3214,Frontal,3214_IM-1519-1001.dcm.png
4789,3214,Lateral,3214_IM-1519-2001.dcm.png
4790,3214,Volume,3214_ct_synthetic.h5
4791,3215,Frontal,3215_IM-1520-1002.dcm.png
4792,3215,Lateral,3215_IM-1520-1003.dcm.png
4793,3215,Volume,3215_ct_synthetic.h5
4794,3216,Frontal,3216_IM-1520-1001.dcm.png
4795,3216,Lateral,3216_IM-1520-2001.dcm.png
4796,3216,Volume,3216_ct_synthetic.h5
4797,3218,Frontal,3218_IM-1520-1001.dcm.png
4798,3218,Lateral,3218_IM-1520-4001.dcm.png
4799,3218,Volume,3218_ct_synthetic.h5
4800,3219,Frontal,3219_IM-1520-1001.dcm.png
4801,3219,Lateral,3219_IM-1520-2001.dcm.png
4802,3219,Volume,3219_ct_synthetic.h5
4803,3220,Frontal,3220_IM-1522-1001.dcm.png
4804,3220,Lateral,3220_IM-1522-2001.dcm.png
4805,3220,Volume,3220_ct_synthetic.h5
4806,3221,Frontal,3221_IM-1522-1002.dcm.png
4807,3221,Lateral,3221_IM-1522-1003.dcm.png
4808,3221,Volume,3221_ct_synthetic.h5
4809,3222,Frontal,3222_IM-1522-1001.dcm.png
4810,3222,Lateral,3222_IM-1522-2001.dcm.png
4811,3222,Volume,3222_ct_synthetic.h5
4812,3223,Frontal,3223_IM-1523-1001.dcm.png
4813,3223,Lateral,3223_IM-1523-2001.dcm.png
4814,3223,Volume,3223_ct_synthetic.h5
4815,3224,Frontal,3224_IM-1524-1001.dcm.png
4816,3224,Lateral,3224_IM-1524-2001.dcm.png
4817,3224,Volume,3224_ct_synthetic.h5
4818,3225,Frontal,3225_IM-1525-1001.dcm.png
4819,3225,Lateral,3225_IM-1525-2001.dcm.png
4820,3225,Volume,3225_ct_synthetic.h5
4821,3227,Frontal,3227_IM-1525-1001.dcm.png
4822,3227,Lateral,3227_IM-1525-2001.dcm.png
4823,3227,Volume,3227_ct_synthetic.h5
4824,3230,Frontal,3230_IM-1527-2001.dcm.png
4825,3230,Lateral,3230_IM-1527-1001.dcm.png
4826,3230,Volume,3230_ct_synthetic.h5
4827,3231,Frontal,3231_IM-1528-1001.dcm.png
4828,3231,Lateral,3231_IM-1528-2001.dcm.png
4829,3231,Volume,3231_ct_synthetic.h5
4830,3232,Frontal,3232_IM-1529-1001.dcm.png
4831,3232,Lateral,3232_IM-1529-2001.dcm.png
4832,3232,Volume,3232_ct_synthetic.h5
4833,3233,Frontal,3233_IM-1530-1001.dcm.png
4834,3233,Lateral,3233_IM-1530-2001.dcm.png
4835,3233,Volume,3233_ct_synthetic.h5
4836,3234,Frontal,3234_IM-1531-1001.dcm.png
4837,3234,Lateral,3234_IM-1531-2001.dcm.png
4838,3234,Volume,3234_ct_synthetic.h5
4839,3235,Frontal,3235_IM-1532-1001.dcm.png
4840,3235,Lateral,3235_IM-1532-2001.dcm.png
4841,3235,Volume,3235_ct_synthetic.h5
4842,3236,Frontal,3236_IM-1533-1001.dcm.png
4843,3236,Lateral,3236_IM-1533-2001.dcm.png
4844,3236,Volume,3236_ct_synthetic.h5
4845,3238,Frontal,3238_IM-1534-1001.dcm.png
4846,3238,Lateral,3238_IM-1534-3003.dcm.png
4847,3238,Volume,3238_ct_synthetic.h5
4848,3239,Frontal,3239_IM-1534-1001.dcm.png
4849,3239,Lateral,3239_IM-1534-2001.dcm.png
4850,3239,Volume,3239_ct_synthetic.h5
4851,3240,Frontal,3240_IM-1534-1001.dcm.png
4852,3240,Lateral,3240_IM-1534-2001.dcm.png
4853,3240,Volume,3240_ct_synthetic.h5
4854,3241,Frontal,3241_IM-1534-1001.dcm.png
4855,3241,Lateral,3241_IM-1534-2001.dcm.png
4856,3241,Volume,3241_ct_synthetic.h5
4857,3244,Frontal,3244_IM-1536-1001.dcm.png
4858,3244,Lateral,3244_IM-1536-2002.dcm.png
4859,3244,Volume,3244_ct_synthetic.h5
4860,3247,Frontal,3247_IM-1538-1001.dcm.png
4861,3247,Lateral,3247_IM-1538-1002.dcm.png
4862,3247,Volume,3247_ct_synthetic.h5
4863,3248,Frontal,3248_IM-1538-1001.dcm.png
4864,3248,Lateral,3248_IM-1538-2001.dcm.png
4865,3248,Volume,3248_ct_synthetic.h5
4866,3249,Frontal,3249_IM-1539-1001.dcm.png
4867,3249,Lateral,3249_IM-1539-2001.dcm.png
4868,3249,Volume,3249_ct_synthetic.h5
4869,3251,Frontal,3251_IM-1541-1001.dcm.png
4870,3251,Lateral,3251_IM-1541-2001.dcm.png
4871,3251,Volume,3251_ct_synthetic.h5
4872,3252,Frontal,3252_IM-1542-1001.dcm.png
4873,3252,Lateral,3252_IM-1542-2001.dcm.png
4874,3252,Volume,3252_ct_synthetic.h5
4875,3253,Frontal,3253_IM-1542-1001.dcm.png
4876,3253,Lateral,3253_IM-1542-2001.dcm.png
4877,3253,Volume,3253_ct_synthetic.h5
4878,3254,Frontal,3254_IM-1543-1001.dcm.png
4879,3254,Lateral,3254_IM-1543-2001.dcm.png
4880,3254,Volume,3254_ct_synthetic.h5
4881,3256,Frontal,3256_IM-1543-1001.dcm.png
4882,3256,Lateral,3256_IM-1543-2001.dcm.png
4883,3256,Volume,3256_ct_synthetic.h5
4884,3258,Frontal,3258_IM-1544-1001.dcm.png
4885,3258,Lateral,3258_IM-1544-2001.dcm.png
4886,3258,Volume,3258_ct_synthetic.h5
4887,3260,Frontal,3260_IM-1547-1001.dcm.png
4888,3260,Lateral,3260_IM-1547-2001.dcm.png
4889,3260,Volume,3260_ct_synthetic.h5
4890,3261,Frontal,3261_IM-1547-1001.dcm.png
4891,3261,Lateral,3261_IM-1547-2001.dcm.png
4892,3261,Volume,3261_ct_synthetic.h5
4893,3262,Frontal,3262_IM-1548-1001.dcm.png
4894,3262,Lateral,3262_IM-1548-2001.dcm.png
4895,3262,Volume,3262_ct_synthetic.h5
4896,3263,Frontal,3263_IM-1549-1001.dcm.png
4897,3263,Lateral,3263_IM-1549-2001.dcm.png
4898,3263,Volume,3263_ct_synthetic.h5
4899,3265,Frontal,3265_IM-1551-1001.dcm.png
4900,3265,Lateral,3265_IM-1551-2001.dcm.png
4901,3265,Volume,3265_ct_synthetic.h5
4902,3266,Frontal,3266_IM-1551-1001.dcm.png
4903,3266,Lateral,3266_IM-1551-2001.dcm.png
4904,3266,Volume,3266_ct_synthetic.h5
4905,3267,Frontal,3267_IM-1551-1001.dcm.png
4906,3267,Lateral,3267_IM-1551-2001.dcm.png
4907,3267,Volume,3267_ct_synthetic.h5
4908,3269,Frontal,3269_IM-1552-1001.dcm.png
4909,3269,Lateral,3269_IM-1552-1002.dcm.png
4910,3269,Volume,3269_ct_synthetic.h5
4911,3271,Frontal,3271_IM-1552-1001.dcm.png
4912,3271,Lateral,3271_IM-1552-2001.dcm.png
4913,3271,Volume,3271_ct_synthetic.h5
4914,3272,Frontal,3272_IM-1553-1001.dcm.png
4915,3272,Lateral,3272_IM-1553-2001.dcm.png
4916,3272,Volume,3272_ct_synthetic.h5
4917,3274,Frontal,3274_IM-1555-0001-0001.dcm.png
4918,3274,Lateral,3274_IM-1555-0001-0002.dcm.png
4919,3274,Volume,3274_ct_synthetic.h5
4920,3279,Frontal,3279_IM-1560-1001.dcm.png
4921,3279,Lateral,3279_IM-1560-1002.dcm.png
4922,3279,Volume,3279_ct_synthetic.h5
4923,3281,Frontal,3281_IM-1562-1001.dcm.png
4924,3281,Lateral,3281_IM-1562-2001.dcm.png
4925,3281,Volume,3281_ct_synthetic.h5
4926,3283,Frontal,3283_IM-1564-1001.dcm.png
4927,3283,Lateral,3283_IM-1564-2001.dcm.png
4928,3283,Volume,3283_ct_synthetic.h5
4929,3285,Frontal,3285_IM-1566-1001.dcm.png
4930,3285,Lateral,3285_IM-1566-2001.dcm.png
4931,3285,Volume,3285_ct_synthetic.h5
4932,3286,Frontal,3286_IM-1567-1001.dcm.png
4933,3286,Lateral,3286_IM-1567-2001.dcm.png
4934,3286,Volume,3286_ct_synthetic.h5
4935,3288,Frontal,3288_IM-1569-1001.dcm.png
4936,3288,Lateral,3288_IM-1569-2001.dcm.png
4937,3288,Volume,3288_ct_synthetic.h5
4938,3289,Frontal,3289_IM-1570-1001.dcm.png
4939,3289,Lateral,3289_IM-1570-2001.dcm.png
4940,3289,Volume,3289_ct_synthetic.h5
4941,3290,Frontal,3290_IM-1572-1001.dcm.png
4942,3290,Lateral,3290_IM-1572-3001.dcm.png
4943,3290,Volume,3290_ct_synthetic.h5
4944,3291,Frontal,3291_IM-1572-1001.dcm.png
4945,3291,Lateral,3291_IM-1572-2001.dcm.png
4946,3291,Volume,3291_ct_synthetic.h5
4947,3297,Frontal,3297_IM-1575-1001.dcm.png
4948,3297,Lateral,3297_IM-1575-1002.dcm.png
4949,3297,Volume,3297_ct_synthetic.h5
4950,3298,Frontal,3298_IM-1575-1001.dcm.png
4951,3298,Lateral,3298_IM-1575-1002.dcm.png
4952,3298,Volume,3298_ct_synthetic.h5
4953,3301,Frontal,3301_IM-1579-1001.dcm.png
4954,3301,Lateral,3301_IM-1579-2001.dcm.png
4955,3301,Volume,3301_ct_synthetic.h5
4956,3305,Frontal,3305_IM-1581-4001.dcm.png
4957,3305,Lateral,3305_IM-1581-1001.dcm.png
4958,3305,Volume,3305_ct_synthetic.h5
4959,3307,Frontal,3307_IM-1582-1002001.dcm.png
4960,3307,Lateral,3307_IM-1582-1005004.dcm.png
4961,3307,Volume,3307_ct_synthetic.h5
4962,3309,Frontal,3309_IM-1583-1001.dcm.png
4963,3309,Lateral,3309_IM-1583-2001.dcm.png
4964,3309,Volume,3309_ct_synthetic.h5
4965,3311,Frontal,3311_IM-1586-1001.dcm.png
4966,3311,Lateral,3311_IM-1586-3001.dcm.png
4967,3311,Volume,3311_ct_synthetic.h5
4968,3312,Frontal,3312_IM-1586-1001.dcm.png
4969,3312,Lateral,3312_IM-1586-1002.dcm.png
4970,3312,Volume,3312_ct_synthetic.h5
4971,3314,Frontal,3314_IM-1586-1001.dcm.png
4972,3314,Lateral,3314_IM-1586-1002.dcm.png
4973,3314,Volume,3314_ct_synthetic.h5
4974,3315,Frontal,3315_IM-1586-1001.dcm.png
4975,3315,Lateral,3315_IM-1586-2001.dcm.png
4976,3315,Volume,3315_ct_synthetic.h5
4977,3317,Frontal,3317_IM-1587-1001.dcm.png
4978,3317,Lateral,3317_IM-1587-2001.dcm.png
4979,3317,Volume,3317_ct_synthetic.h5
4980,3320,Frontal,3320_IM-1588-1001.dcm.png
4981,3320,Lateral,3320_IM-1588-1002.dcm.png
4982,3320,Volume,3320_ct_synthetic.h5
4983,3321,Frontal,3321_IM-1588-1001.dcm.png
4984,3321,Lateral,3321_IM-1588-2001.dcm.png
4985,3321,Volume,3321_ct_synthetic.h5
4986,3325,Frontal,3325_IM-1591-1001.dcm.png
4987,3325,Lateral,3325_IM-1591-1002.dcm.png
4988,3325,Volume,3325_ct_synthetic.h5
4989,3328,Frontal,3328_IM-1594-1001.dcm.png
4990,3328,Lateral,3328_IM-1594-1002.dcm.png
4991,3328,Volume,3328_ct_synthetic.h5
4992,3329,Frontal,3329_IM-1594-1001.dcm.png
4993,3329,Lateral,3329_IM-1594-2001.dcm.png
4994,3329,Volume,3329_ct_synthetic.h5
4995,3330,Frontal,3330_IM-1594-1001.dcm.png
4996,3330,Lateral,3330_IM-1594-2001.dcm.png
4997,3330,Volume,3330_ct_synthetic.h5
4998,3334,Frontal,3334_IM-1598-1001.dcm.png
4999,3334,Lateral,3334_IM-1598-2001.dcm.png
5000,3334,Volume,3334_ct_synthetic.h5
5001,3338,Frontal,3338_IM-1599-2001.dcm.png
5002,3338,Lateral,3338_IM-1599-1001.dcm.png
5003,3338,Volume,3338_ct_synthetic.h5
5004,3339,Frontal,3339_IM-1599-1001.dcm.png
5005,3339,Lateral,3339_IM-1599-2001.dcm.png
5006,3339,Volume,3339_ct_synthetic.h5
5007,3341,Frontal,3341_IM-1602-1001.dcm.png
5008,3341,Lateral,3341_IM-1602-1002.dcm.png
5009,3341,Volume,3341_ct_synthetic.h5
5010,3342,Frontal,3342_IM-1603-1001.dcm.png
5011,3342,Lateral,3342_IM-1603-2001.dcm.png
5012,3342,Volume,3342_ct_synthetic.h5
5013,3345,Frontal,3345_IM-1603-1001.dcm.png
5014,3345,Lateral,3345_IM-1603-2001.dcm.png
5015,3345,Volume,3345_ct_synthetic.h5
5016,3346,Frontal,3346_IM-1604-1001.dcm.png
5017,3346,Lateral,3346_IM-1604-1002.dcm.png
5018,3346,Volume,3346_ct_synthetic.h5
5019,3349,Frontal,3349_IM-1606-1001.dcm.png
5020,3349,Lateral,3349_IM-1606-3003.dcm.png
5021,3349,Volume,3349_ct_synthetic.h5
5022,3350,Frontal,3350_IM-1607-0001-0001.dcm.png
5023,3350,Lateral,3350_IM-1607-0001-0002.dcm.png
5024,3350,Volume,3350_ct_synthetic.h5
5025,3352,Frontal,3352_IM-1608-1001.dcm.png
5026,3352,Lateral,3352_IM-1608-2001.dcm.png
5027,3352,Volume,3352_ct_synthetic.h5
5028,3354,Frontal,3354_IM-1609-1001.dcm.png
5029,3354,Lateral,3354_IM-1609-1002.dcm.png
5030,3354,Volume,3354_ct_synthetic.h5
5031,3358,Frontal,3358_IM-1611-1001.dcm.png
5032,3358,Lateral,3358_IM-1611-1002.dcm.png
5033,3358,Volume,3358_ct_synthetic.h5
5034,3359,Frontal,3359_IM-1612-3001.dcm.png
5035,3359,Lateral,3359_IM-1612-2001.dcm.png
5036,3359,Volume,3359_ct_synthetic.h5
5037,3360,Frontal,3360_IM-1613-1001.dcm.png
5038,3360,Lateral,3360_IM-1613-1002.dcm.png
5039,3360,Volume,3360_ct_synthetic.h5
5040,3361,Frontal,3361_IM-1614-1001.dcm.png
5041,3361,Lateral,3361_IM-1614-2001.dcm.png
5042,3361,Volume,3361_ct_synthetic.h5
5043,3362,Frontal,3362_IM-1615-1001.dcm.png
5044,3362,Lateral,3362_IM-1615-2001.dcm.png
5045,3362,Volume,3362_ct_synthetic.h5
5046,3365,Frontal,3365_IM-1618-1001.dcm.png
5047,3365,Lateral,3365_IM-1618-2001.dcm.png
5048,3365,Volume,3365_ct_synthetic.h5
5049,3367,Frontal,3367_IM-1619-3001.dcm.png
5050,3367,Lateral,3367_IM-1619-4001.dcm.png
5051,3367,Volume,3367_ct_synthetic.h5
5052,3369,Frontal,3369_IM-1621-1001.dcm.png
5053,3369,Lateral,3369_IM-1621-2001.dcm.png
5054,3369,Volume,3369_ct_synthetic.h5
5055,3370,Frontal,3370_IM-1622-2001.dcm.png
5056,3370,Lateral,3370_IM-1622-1001.dcm.png
5057,3370,Volume,3370_ct_synthetic.h5
5058,3372,Frontal,3372_IM-1623-1001.dcm.png
5059,3372,Lateral,3372_IM-1623-2001.dcm.png
5060,3372,Volume,3372_ct_synthetic.h5
5061,3373,Frontal,3373_IM-1623-1001.dcm.png
5062,3373,Lateral,3373_IM-1623-2001.dcm.png
5063,3373,Volume,3373_ct_synthetic.h5
5064,3374,Frontal,3374_IM-1624-1001.dcm.png
5065,3374,Lateral,3374_IM-1624-2001.dcm.png
5066,3374,Volume,3374_ct_synthetic.h5
5067,3378,Frontal,3378_IM-1627-1001.dcm.png
5068,3378,Lateral,3378_IM-1627-2001.dcm.png
5069,3378,Volume,3378_ct_synthetic.h5
5070,3379,Frontal,3379_IM-1627-2001.dcm.png
5071,3379,Lateral,3379_IM-1627-1001.dcm.png
5072,3379,Volume,3379_ct_synthetic.h5
5073,3381,Frontal,3381_IM-1628-1001.dcm.png
5074,3381,Lateral,3381_IM-1628-1002.dcm.png
5075,3381,Volume,3381_ct_synthetic.h5
5076,3382,Frontal,3382_IM-1629-0001-0001.dcm.png
5077,3382,Lateral,3382_IM-1629-0001-0002.dcm.png
5078,3382,Volume,3382_ct_synthetic.h5
5079,3384,Frontal,3384_IM-1631-1001.dcm.png
5080,3384,Lateral,3384_IM-1631-2001.dcm.png
5081,3384,Volume,3384_ct_synthetic.h5
5082,3385,Frontal,3385_IM-1632-1001.dcm.png
5083,3385,Lateral,3385_IM-1632-2001.dcm.png
5084,3385,Volume,3385_ct_synthetic.h5
5085,3386,Frontal,3386_IM-1633-1001.dcm.png
5086,3386,Lateral,3386_IM-1633-2001.dcm.png
5087,3386,Volume,3386_ct_synthetic.h5
5088,3387,Frontal,3387_IM-1633-1001.dcm.png
5089,3387,Lateral,3387_IM-1633-2001.dcm.png
5090,3387,Volume,3387_ct_synthetic.h5
5091,3390,Frontal,3390_IM-1636-1001.dcm.png
5092,3390,Lateral,3390_IM-1636-2001.dcm.png
5093,3390,Volume,3390_ct_synthetic.h5
5094,3392,Frontal,3392_IM-1637-1001.dcm.png
5095,3392,Lateral,3392_IM-1637-2001.dcm.png
5096,3392,Volume,3392_ct_synthetic.h5
5097,3393,Frontal,3393_IM-1637-1001.dcm.png
5098,3393,Lateral,3393_IM-1637-2001.dcm.png
5099,3393,Volume,3393_ct_synthetic.h5
5100,3395,Frontal,3395_IM-1639-0001-0001.dcm.png
5101,3395,Lateral,3395_IM-1639-0001-0002.dcm.png
5102,3395,Volume,3395_ct_synthetic.h5
5103,3396,Frontal,3396_IM-1640-1001.dcm.png
5104,3396,Lateral,3396_IM-1640-3001.dcm.png
5105,3396,Volume,3396_ct_synthetic.h5
5106,3400,Frontal,3400_IM-1644-1001.dcm.png
5107,3400,Lateral,3400_IM-1644-2001.dcm.png
5108,3400,Volume,3400_ct_synthetic.h5
5109,3403,Frontal,3403_IM-1647-1001.dcm.png
5110,3403,Lateral,3403_IM-1647-2001.dcm.png
5111,3403,Volume,3403_ct_synthetic.h5
5112,3410,Frontal,3410_IM-1648-1001.dcm.png
5113,3410,Lateral,3410_IM-1648-2001.dcm.png
5114,3410,Volume,3410_ct_synthetic.h5
5115,3411,Frontal,3411_IM-1649-0001-0001.dcm.png
5116,3411,Lateral,3411_IM-1649-0001-0002.dcm.png
5117,3411,Volume,3411_ct_synthetic.h5
5118,3413,Frontal,3413_IM-1650-1001.dcm.png
5119,3413,Lateral,3413_IM-1650-2001.dcm.png
5120,3413,Volume,3413_ct_synthetic.h5
5121,3414,Frontal,3414_IM-1650-1001.dcm.png
5122,3414,Lateral,3414_IM-1650-2001.dcm.png
5123,3414,Volume,3414_ct_synthetic.h5
5124,3415,Frontal,3415_IM-1650-1001.dcm.png
5125,3415,Lateral,3415_IM-1650-1002.dcm.png
5126,3415,Volume,3415_ct_synthetic.h5
5127,3416,Frontal,3416_IM-1651-0001-0001.dcm.png
5128,3416,Lateral,3416_IM-1651-0001-0002.dcm.png
5129,3416,Volume,3416_ct_synthetic.h5
5130,3417,Frontal,3417_IM-1652-1001.dcm.png
5131,3417,Lateral,3417_IM-1652-2001.dcm.png
5132,3417,Volume,3417_ct_synthetic.h5
5133,3420,Frontal,3420_IM-1656-1001.dcm.png
5134,3420,Lateral,3420_IM-1656-2001.dcm.png
5135,3420,Volume,3420_ct_synthetic.h5
5136,3422,Frontal,3422_IM-1656-1001.dcm.png
5137,3422,Lateral,3422_IM-1656-1002.dcm.png
5138,3422,Volume,3422_ct_synthetic.h5
5139,3427,Frontal,3427_IM-1657-1001.dcm.png
5140,3427,Lateral,3427_IM-1657-2001.dcm.png
5141,3427,Volume,3427_ct_synthetic.h5
5142,3430,Frontal,3430_IM-1659-4004.dcm.png
5143,3430,Lateral,3430_IM-1659-1001.dcm.png
5144,3430,Volume,3430_ct_synthetic.h5
5145,3431,Frontal,3431_IM-1660-1001.dcm.png
5146,3431,Lateral,3431_IM-1660-2001.dcm.png
5147,3431,Volume,3431_ct_synthetic.h5
5148,3432,Frontal,3432_IM-1661-1001.dcm.png
5149,3432,Lateral,3432_IM-1661-2001.dcm.png
5150,3432,Volume,3432_ct_synthetic.h5
5151,3433,Frontal,3433_IM-1662-1001.dcm.png
5152,3433,Lateral,3433_IM-1662-2001.dcm.png
5153,3433,Volume,3433_ct_synthetic.h5
5154,3434,Frontal,3434_IM-1662-1001.dcm.png
5155,3434,Lateral,3434_IM-1662-2001.dcm.png
5156,3434,Volume,3434_ct_synthetic.h5
5157,3439,Frontal,3439_IM-1664-1001.dcm.png
5158,3439,Lateral,3439_IM-1664-2001.dcm.png
5159,3439,Volume,3439_ct_synthetic.h5
5160,3441,Frontal,3441_IM-1666-1001.dcm.png
5161,3441,Lateral,3441_IM-1666-1002.dcm.png
5162,3441,Volume,3441_ct_synthetic.h5
5163,3442,Frontal,3442_IM-1667-1001.dcm.png
5164,3442,Lateral,3442_IM-1667-2001.dcm.png
5165,3442,Volume,3442_ct_synthetic.h5
5166,3443,Frontal,3443_IM-1667-1001.dcm.png
5167,3443,Lateral,3443_IM-1667-2001.dcm.png
5168,3443,Volume,3443_ct_synthetic.h5
5169,3445,Frontal,3445_IM-1668-1001.dcm.png
5170,3445,Lateral,3445_IM-1668-3001.dcm.png
5171,3445,Volume,3445_ct_synthetic.h5
5172,3446,Frontal,3446_IM-1669-1001.dcm.png
5173,3446,Lateral,3446_IM-1669-2001.dcm.png
5174,3446,Volume,3446_ct_synthetic.h5
5175,3450,Frontal,3450_IM-1673-1001.dcm.png
5176,3450,Lateral,3450_IM-1673-2001.dcm.png
5177,3450,Volume,3450_ct_synthetic.h5
5178,3451,Frontal,3451_IM-1674-1001.dcm.png
5179,3451,Lateral,3451_IM-1674-3001.dcm.png
5180,3451,Volume,3451_ct_synthetic.h5
5181,3452,Frontal,3452_IM-1675-1001.dcm.png
5182,3452,Lateral,3452_IM-1675-1002.dcm.png
